Вид спорта;Район;Число активированных спортзон по доступности;Удовлетворенность спортзонами
Самбо;район Северное Измайлово;2;0.088
Отдых на природе;район Северное Тушино;6;0.088
Роллер спорт;район Щукино;1;0.088
Восточное единоборство;район Якиманка;2;0.088
Скейтбординг;район Ясенево;1;0.088
Дзюдо;Академический район;3;0.087
Армрестлинг;Войковский район;2;0.087
Эстетическая гимнастика;Гагаринский район;4;0.087
Автомобильный спорт;Ломоносовский район;1;0.087
Дзюдо;Останкинский район;4;0.087
Общая физическая подготовка;поселение Щаповское;0;0.087
Армрестлинг;район Беговой;3;0.087
Лыжное двоеборье;район Бирюлёво Западное;1;0.087
Теннис;район Западное Дегунино;3;0.087
Чир спорт;район Куркино;1;0.087
Лыжные гонки;район Лефортово;4;0.087
Комплексное единоборство;район Марфино;2;0.087
Капоэйра;район Марьина Роща;1;0.087
Роллер спорт;район Марьина Роща;2;0.087
Скейтбординг;район Марьина Роща;2;0.087
Художественная гимнастика;район Отрадное;4;0.087
Самбо;район Перово;1;0.087
Кикбоксинг;район Сокол;1;0.087
Айкидо;район Сокольники;3;0.087
Фигурное катание;район Хамовники;4;0.087
Армрестлинг;район Хорошёво-Мнёвники;2;0.087
